,raw_words,task,quadruples
6778,The apartment itself is stocked with everything you might need .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Hotel#Design_features', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6779,We had no trouble checking in or out .,ACOS,"[{'aspect': {'from': 4, 'to': 8, 'term': ['checking', 'in', 'or', 'out']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 4, 'term': ['no', 'trouble']}, 'sentiment': 'POS'}]"
6780,Her instructions are accurate and easy to follow .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['instructions']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['accurate']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['instructions']}, 'category': 'Service#General', 'opinion': {'from': 5, 'to': 6, 'term': ['easy']}, 'sentiment': 'POS'}]"
6781,Prime location .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Prime']}, 'sentiment': 'POS'}]"
6782,Everything was well explained for the check in and check .,ACOS,"[{'aspect': {'from': 6, 'to': 8, 'term': ['check', 'in']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 3, 'term': ['well']}, 'sentiment': 'POS'}]"
6783,Their house is immaculate and they had everything thought out for a comfortable stay .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['house']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 3, 'to': 4, 'term': ['immaculate']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['they']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6784,Communication was clear and street parking readily available .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Communication']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 3, 'term': ['clear']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 6, 'term': ['street', 'parking']}, 'category': 'Facilities#Comfort', 'opinion': {'from': 6, 'to': 8, 'term': ['readily', 'available']}, 'sentiment': 'POS'}]"
6785,Of course the location is the star of this show !,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6786,Oine 's place was perfect !,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Oine', ""'s"", 'place']}, 'category': 'Hotel#General', 'opinion': {'from': 4, 'to': 5, 'term': ['perfect']}, 'sentiment': 'POS'}]"
6787,Penny was available and communicative when needed and also gave us our privacy .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Penny']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['communicative']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Penny']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6788,The apartment itself is well maintained and Kama makes things even better with small amenities like a welcome tray with water and a couple of snacks .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Hotel#General', 'opinion': {'from': 4, 'to': 5, 'term': ['well']}, 'sentiment': 'POS'}, {'aspect': {'from': 7, 'to': 8, 'term': ['Kama']}, 'category': 'Service#General', 'opinion': {'from': 10, 'to': 12, 'term': ['even', 'better']}, 'sentiment': 'POS'}, {'aspect': {'from': 13, 'to': 15, 'term': ['small', 'amenities']}, 'category': 'Room_Amenities#General', 'opinion': {'from': 17, 'to': 18, 'term': ['welcome']}, 'sentiment': 'POS'}]"
6789,"Walking distance to Bunker Hill , Ferry and trains .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6790,The house is close to public transport but we mostly used Uber and Lyft which cost around $ 5-10 per ride .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['house']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6791,Valerie was very accommodating with our late flight .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Valerie']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 4, 'term': ['very', 'accommodating']}, 'sentiment': 'POS'}]"
6792,"Especially with the exceptionally warm weekend temps we experienced in January The accommodations are perfect for 6 , vey clean and well kept .",ACOS,"[{'aspect': {'from': 12, 'to': 13, 'term': ['accommodations']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 18, 'to': 20, 'term': ['vey', 'clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 12, 'to': 13, 'term': ['accommodations']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 21, 'to': 22, 'term': ['well']}, 'sentiment': 'POS'}, {'aspect': {'from': 12, 'to': 13, 'term': ['accommodations']}, 'category': 'Hotel#General', 'opinion': {'from': 14, 'to': 15, 'term': ['perfect']}, 'sentiment': 'POS'}]"
6793,It was perfect .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 2, 'to': 3, 'term': ['perfect']}, 'sentiment': 'POS'}]"
6794,Minutes from the blue and red lines which was perfect for where I needed to go .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': 9, 'to': 10, 'term': ['perfect']}, 'sentiment': 'POS'}]"
6795,Their home was beautiful and clean .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['home']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 5, 'to': 6, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['home']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 3, 'to': 4, 'term': ['beautiful']}, 'sentiment': 'POS'}]"
6796,We had some problems with amenities when we first moved in ( bathtub would n't drain and stove was n't working ) which for various reasons took several days to fix .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['amenities']}, 'category': 'Room_Amenities#General', 'opinion': {'from': 3, 'to': 4, 'term': ['problems']}, 'sentiment': 'NEG'}]"
6797,George was a great communicator and very accommodating .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['George']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['George']}, 'category': 'Service#General', 'opinion': {'from': 6, 'to': 8, 'term': ['very', 'accommodating']}, 'sentiment': 'POS'}]"
6798,This is a great place and I enjoyed my stay .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 7, 'to': 8, 'term': ['enjoyed']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
6799,Would definately recommend this home .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['home']}, 'category': 'Hotel#General', 'opinion': {'from': 1, 'to': 3, 'term': ['definately', 'recommend']}, 'sentiment': 'POS'}]"
6800,This place is Airbnb at level 999999 .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6801,"Within 15-20 minutes , you can walk to almost any of the historical places within the city and some of the best dining Boston has to offer !",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6802,Clean and cute .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 0, 'to': 1, 'term': ['Clean']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 2, 'to': 3, 'term': ['cute']}, 'sentiment': 'POS'}]"
6803,"Schampoo , conditioner , showergel , hairdryer , towels - everything you need is there !",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Rooms#Design_features', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6804,Perfect for our weekend getaway .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Perfect']}, 'sentiment': 'POS'}]"
6805,"I did not meet Todd , but he was very responsive when I had an issue with the room 's wifi .",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['Todd']}, 'category': 'Service#General', 'opinion': {'from': 9, 'to': 11, 'term': ['very', 'responsive']}, 'sentiment': 'POS'}]"
6806,Perfect accommodations for a trip to Boston .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['accommodations']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Perfect']}, 'sentiment': 'POS'}]"
6807,Amazing location and beautiful view of Seaport to wake up to !,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['view']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 4, 'term': ['beautiful']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Amazing']}, 'sentiment': 'POS'}]"
6808,"The area is nice , safe and conveniently located to all the attractions that Boston has to offer .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['area']}, 'category': 'Location#General', 'opinion': {'from': 7, 'to': 8, 'term': ['conveniently']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['area']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 4, 'term': ['nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['area']}, 'category': 'Location#General', 'opinion': {'from': 5, 'to': 6, 'term': ['safe']}, 'sentiment': 'POS'}]"
6809,Thank you Oine !,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['Oine']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Thank']}, 'sentiment': 'POS'}]"
6810,We had a relaxing stay here and fell in love with the comfort offered by Jason and Valerie !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 3, 'to': 4, 'term': ['relaxing']}, 'sentiment': 'POS'}, {'aspect': {'from': 12, 'to': 13, 'term': ['comfort']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 10, 'term': ['fell', 'in', 'love']}, 'sentiment': 'POS'}]"
6811,They were very welcoming and gave us great info and recommendations about the city and things to do/food to eat while we were there !,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 4, 'term': ['very', 'welcoming']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 11, 'term': ['info', 'and', 'recommendations']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['great']}, 'sentiment': 'POS'}]"
6812,Wi-Fi is easy to connect .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Wi-Fi']}, 'category': 'Facilities#General', 'opinion': {'from': 2, 'to': 3, 'term': ['easy']}, 'sentiment': 'POS'}]"
6813,"I had the best night sleep - crisp clean white cotton sheets , awesome Posturepedic pillows ( 4 per bed ) , great mattress .",ACOS,"[{'aspect': {'from': 10, 'to': 12, 'term': ['cotton', 'sheets']}, 'category': 'Rooms#Cleanliness', 'opinion': {'from': 7, 'to': 8, 'term': ['crisp']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 6, 'term': ['night', 'sleep']}, 'category': 'Rooms#Comfort', 'opinion': {'from': 3, 'to': 4, 'term': ['best']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 12, 'term': ['cotton', 'sheets']}, 'category': 'Rooms#Cleanliness', 'opinion': {'from': 8, 'to': 9, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 23, 'to': 24, 'term': ['mattress']}, 'category': 'Rooms#General', 'opinion': {'from': 22, 'to': 23, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 14, 'to': 16, 'term': ['Posturepedic', 'pillows']}, 'category': 'Rooms#General', 'opinion': {'from': 13, 'to': 14, 'term': ['awesome']}, 'sentiment': 'POS'}]"
6814,Can hardly put it in words .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6815,The view from the roof terrace is unrivalled .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['view']}, 'category': 'Location#General', 'opinion': {'from': 7, 'to': 8, 'term': ['unrivalled']}, 'sentiment': 'POS'}]"
6816,Valerie and Jason were very nice and welcoming .,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Valerie', 'and', 'Jason']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['welcoming']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 3, 'term': ['Valerie', 'and', 'Jason']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 6, 'term': ['very', 'nice']}, 'sentiment': 'POS'}]"
6817,"Clean , quiet and perfect for what we were looking for .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 2, 'to': 3, 'term': ['quiet']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 0, 'to': 1, 'term': ['Clean']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 4, 'to': 5, 'term': ['perfect']}, 'sentiment': 'POS'}]"
6818,"Excellent location , Mark and Roman are super hosts .",ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['Mark']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['super']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Excellent']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['Roman']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['super']}, 'sentiment': 'POS'}]"
6819,The room was super clean and had everything you need .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['room']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 3, 'to': 5, 'term': ['super', 'clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['room']}, 'category': 'Hotel#Design_features', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6820,The neighbourhood is also full of character .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['neighbourhood']}, 'category': 'Location#General', 'opinion': {'from': 4, 'to': 7, 'term': ['full', 'of', 'character']}, 'sentiment': 'POS'}]"
6821,Valarie and Jason 's where the best air B and B hosts I have ever had .,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Valarie', 'and', 'Jason']}, 'category': 'Service#General', 'opinion': {'from': 6, 'to': 7, 'term': ['best']}, 'sentiment': 'POS'}]"
6822,Our friends stayed in the loft and said it was quite small but comfy enough .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['loft']}, 'category': 'Rooms#Design_features', 'opinion': {'from': 10, 'to': 12, 'term': ['quite', 'small']}, 'sentiment': 'NEG'}, {'aspect': {'from': 5, 'to': 6, 'term': ['loft']}, 'category': 'Rooms#Comfort', 'opinion': {'from': 13, 'to': 15, 'term': ['comfy', 'enough']}, 'sentiment': 'POS'}]"
6823,It is close to just about anything you could ever want in Boston .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6824,Everything was clean when we arrived with fresh towels in every room .,ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['towels']}, 'category': 'Room_Amenities#Cleanliness', 'opinion': {'from': 7, 'to': 8, 'term': ['fresh']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 2, 'to': 3, 'term': ['clean']}, 'sentiment': 'POS'}]"
6825,I had a lovely 3 nights stay at Valerie and Jason 's house .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 3, 'to': 4, 'term': ['lovely']}, 'sentiment': 'POS'}]"
6826,She had light breakfast foods that we could prepare at our convenience .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['breakfast']}, 'category': 'Food_Drinks#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['light']}, 'sentiment': 'POS'}]"
6827,It was the perfect place to relax after a day of exploring the city .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 3, 'to': 4, 'term': ['perfect']}, 'sentiment': 'POS'}]"
6828,The room was awesome - comfy bed and beautiful private bathroom .,ACOS,"[{'aspect': {'from': 9, 'to': 11, 'term': ['private', 'bathroom']}, 'category': 'Rooms#Design_features', 'opinion': {'from': 8, 'to': 9, 'term': ['beautiful']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['room']}, 'category': 'Rooms#General', 'opinion': {'from': 3, 'to': 4, 'term': ['awesome']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 7, 'term': ['bed']}, 'category': 'Rooms#Comfort', 'opinion': {'from': 5, 'to': 6, 'term': ['comfy']}, 'sentiment': 'POS'}]"
6829,Een mooie kamer op tien minuutjes lopen van de metro .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['kamer']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 1, 'to': 2, 'term': ['mooie']}, 'sentiment': 'POS'}]"
6830,The condo is spacious and great for a true Boston experience .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['condo']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 3, 'to': 4, 'term': ['spacious']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['condo']}, 'category': 'Hotel#General', 'opinion': {'from': 5, 'to': 6, 'term': ['great']}, 'sentiment': 'POS'}]"
6831,Gloria was very accommodating .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Gloria']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 4, 'term': ['very', 'accommodating']}, 'sentiment': 'POS'}]"
6832,"Reasonable , pretty comfortable , and clean .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 6, 'to': 7, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 2, 'to': 4, 'term': ['pretty', 'comfortable']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Reasonable']}, 'sentiment': 'POS'}]"
6833,"Bed : Comfortable , but located in a loft space where you ca n't stand up , so just be aware about the need to climb a fairly steep ladder and crouch down in the sleeping area if you have any mobility limitations .",ACOS,"[{'aspect': {'from': 29, 'to': 30, 'term': ['ladder']}, 'category': 'Room_Amenities#Design_features', 'opinion': {'from': 27, 'to': 29, 'term': ['fairly', 'steep']}, 'sentiment': 'NEG'}, {'aspect': {'from': 8, 'to': 10, 'term': ['loft', 'space']}, 'category': 'Rooms#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Bed']}, 'category': 'Rooms#General', 'opinion': {'from': 2, 'to': 3, 'term': ['Comfortable']}, 'sentiment': 'POS'}]"
6834,Highly recommend this for those interested !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Highly', 'recommend']}, 'sentiment': 'POS'}]"
6835,There were absolutely no surprises upon getting there because she provides the most detailed directions and instructions .,ACOS,"[{'aspect': {'from': 16, 'to': 17, 'term': ['instructions']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 14, 'to': 15, 'term': ['directions']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6836,One note for anyone looking at this place who is planning to bring kids : It 's not really ideal for small children .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 17, 'to': 20, 'term': ['not', 'really', 'ideal']}, 'sentiment': 'NEG'}]"
6837,"Thanks , Gloria !",ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['Gloria']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Thanks']}, 'sentiment': 'POS'}]"
6838,"Great location and cute loft , would 100 % stay again .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['loft']}, 'category': 'Hotel#General', 'opinion': {'from': 3, 'to': 4, 'term': ['cute']}, 'sentiment': 'POS'}]"
6839,The apartment is well equipped .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 3, 'to': 4, 'term': ['well']}, 'sentiment': 'POS'}]"
6840,We definitely recommend her .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 1, 'to': 3, 'term': ['definitely', 'recommend']}, 'sentiment': 'POS'}]"
6841,The space is comfy and clean .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['space']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 5, 'to': 6, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['space']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 3, 'to': 4, 'term': ['comfy']}, 'sentiment': 'POS'}]"
6842,The T is right there too for easy commute downtown .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6843,Tiffany 's place was perfect .,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Tiffany', ""'s"", 'place']}, 'category': 'Hotel#General', 'opinion': {'from': 4, 'to': 5, 'term': ['perfect']}, 'sentiment': 'POS'}]"
6844,Highly recommend Terry 's apartment .,ACOS,"[{'aspect': {'from': 2, 'to': 5, 'term': ['Terry', ""'s"", 'apartment']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Highly', 'recommend']}, 'sentiment': 'POS'}]"
6845,Penny provides a wonderful private room with all the facilities you could need .,ACOS,"[{'aspect': {'from': 4, 'to': 6, 'term': ['private', 'room']}, 'category': 'Rooms#General', 'opinion': {'from': 3, 'to': 4, 'term': ['wonderful']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['facilities']}, 'category': 'Room_Amenities#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
6846,Excellent communication and very quick responses make for an easy stress free stay .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 11, 'to': 12, 'term': ['free']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['communication']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Excellent']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['responses']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 5, 'term': ['very', 'quick']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 9, 'to': 10, 'term': ['easy']}, 'sentiment': 'POS'}]"
6847,The shower drains need a good snake to ensure the water flows .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['shower']}, 'category': 'Room_Amenities#Design_features', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
6848,George is an amazing host ! ! !,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['George']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['amazing']}, 'sentiment': 'POS'}]"
6849,Jason and Valerie are very kind and welcoming !,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Jason', 'and', 'Valerie']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['welcoming']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 3, 'term': ['Jason', 'and', 'Valerie']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 6, 'term': ['very', 'kind']}, 'sentiment': 'POS'}]"
6850,"Also , we tried turning on the TV downstairs and it does n't work as it 's not hooked up to anything so if you want to watch tv it 's only upstairs .",ACOS,"[{'aspect': {'from': 7, 'to': 9, 'term': ['TV', 'downstairs']}, 'category': 'Room_Amenities#Design_features', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
6851,"It was a unique stay , lovely Boston experience .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 3, 'to': 4, 'term': ['unique']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 6, 'to': 7, 'term': ['lovely']}, 'sentiment': 'POS'}]"
6852,Apartment was very clean and quaint and gives you a real Boston experience .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Apartment']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 5, 'to': 6, 'term': ['quaint']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Apartment']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 2, 'to': 4, 'term': ['very', 'clean']}, 'sentiment': 'POS'}]"
