raw_words,task,quadruples
The shower drains need a good snake to ensure the water flows .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['shower']}, 'category': 'Room_Amenities#Design_features', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
George is an amazing host ! ! !,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['George']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['amazing']}, 'sentiment': 'POS'}]"
Jason and Valerie are very kind and welcoming !,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Jason', 'and', 'Valerie']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['welcoming']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 3, 'term': ['Jason', 'and', 'Valerie']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 6, 'term': ['very', 'kind']}, 'sentiment': 'POS'}]"
"Also , we tried turning on the TV downstairs and it does n't work as it 's not hooked up to anything so if you want to watch tv it 's only upstairs .",ACOS,"[{'aspect': {'from': 7, 'to': 9, 'term': ['TV', 'downstairs']}, 'category': 'Room_Amenities#Design_features', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"It was a unique stay , lovely Boston experience .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 3, 'to': 4, 'term': ['unique']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 6, 'to': 7, 'term': ['lovely']}, 'sentiment': 'POS'}]"
Apartment was very clean and quaint and gives you a real Boston experience .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Apartment']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 5, 'to': 6, 'term': ['quaint']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Apartment']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 2, 'to': 4, 'term': ['very', 'clean']}, 'sentiment': 'POS'}]"
My boyfriend and I needed a place to stay while traveling to Boston for a wedding ... this spot is in such a great location .,ACOS,"[{'aspect': {'from': 24, 'to': 25, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 23, 'to': 24, 'term': ['great']}, 'sentiment': 'POS'}]"
Close walk to public transportation,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
His direction to house and to the keys were clear and easy to follow .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['direction']}, 'category': 'Service#General', 'opinion': {'from': 11, 'to': 12, 'term': ['easy']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['direction']}, 'category': 'Service#General', 'opinion': {'from': 9, 'to': 10, 'term': ['clear']}, 'sentiment': 'POS'}]"
"The only drawbacks are the shared bathroom , 2 floors down , and that the room shares a thin wall with their teenage daughter .",ACOS,"[{'aspect': {'from': 19, 'to': 20, 'term': ['wall']}, 'category': 'Rooms#Design_features', 'opinion': {'from': 18, 'to': 19, 'term': ['thin']}, 'sentiment': 'NEG'}]"
Would absolutely recommend this place for someone looking to be in the heart of the city .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 1, 'to': 3, 'term': ['absolutely', 'recommend']}, 'sentiment': 'POS'}]"
We loved it though and had a great 3 days here .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 7, 'to': 8, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 1, 'to': 2, 'term': ['loved']}, 'sentiment': 'POS'}]"
Location was ideal with great facilities .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['facilities']}, 'category': 'Facilities#General', 'opinion': {'from': 4, 'to': 5, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Location']}, 'category': 'Location#General', 'opinion': {'from': 2, 'to': 3, 'term': ['ideal']}, 'sentiment': 'POS'}]"
"The location is superb , it is really close to everything .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 4, 'term': ['superb']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"I think its actually better than the photos show , quiet and up in the trees but walking distance to everything we needed in town .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 4, 'to': 5, 'term': ['better']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 10, 'to': 11, 'term': ['quiet']}, 'sentiment': 'POS'}]"
"Tiffany had the place totally ready and anything I forgot to bring and needed was available , nice !",ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Tiffany']}, 'category': 'Service#General', 'opinion': {'from': 5, 'to': 6, 'term': ['ready']}, 'sentiment': 'POS'}]"
"The place is small , I would not try to cram 3 people into the apartment .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['place']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 3, 'to': 4, 'term': ['small']}, 'sentiment': 'POS'}]"
"In summary , this property provided a great foundation for a successful tip to Boston and Harvard for us .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#Prices', 'opinion': {'from': 7, 'to': 8, 'term': ['great']}, 'sentiment': 'POS'}]"
Its central location allowed us to fit in more than we had planned on what was already a tight schedule .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 1, 'to': 2, 'term': ['central']}, 'sentiment': 'POS'}]"
The location is great .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
The house was very secure and in a safe area .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['house']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 5, 'term': ['very', 'secure']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['area']}, 'category': 'Location#General', 'opinion': {'from': 8, 'to': 9, 'term': ['safe']}, 'sentiment': 'POS'}]"
Fantastic space .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['space']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Fantastic']}, 'sentiment': 'POS'}]"
") , and an easy walk to the subway .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Had a chance to meet Todd when we were there and he was very helpful with what to check out in Boston .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 13, 'to': 15, 'term': ['very', 'helpful']}, 'sentiment': 'POS'}]"
I recommend this house,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['house']}, 'category': 'Hotel#General', 'opinion': {'from': 1, 'to': 2, 'term': ['recommend']}, 'sentiment': 'POS'}]"
Very responsive both prior to our stay and while there .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'responsive']}, 'sentiment': 'POS'}]"
Only feedback I would provide Gloria is around cleanliness and overall upkeep .,ACOS,"[{'aspect': {'from': 8, 'to': 12, 'term': ['cleanliness', 'and', 'overall', 'upkeep']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
We highly recommend staying there !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 1, 'to': 3, 'term': ['highly', 'recommend']}, 'sentiment': 'POS'}]"
Thank you Jennifer !,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['Jennifer']}, 'category': 'Service#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Thank']}, 'sentiment': 'POS'}]"
It 's awesome .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 2, 'to': 3, 'term': ['awesome']}, 'sentiment': 'POS'}]"
Tiffany is a great hostess .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Tiffany']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
This is a clean spotless apartment in which to stay close to Boston .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['apartment']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 4, 'to': 5, 'term': ['spotless']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['apartment']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 3, 'to': 4, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['apartment']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Cosy and clean place in nice neighborhood .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['neighborhood']}, 'category': 'Location#General', 'opinion': {'from': 5, 'to': 6, 'term': ['nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['place']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 2, 'to': 3, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['place']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 0, 'to': 1, 'term': ['Cosy']}, 'sentiment': 'POS'}]"
They were so hospitable and very friendly .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Service#General', 'opinion': {'from': 5, 'to': 7, 'term': ['very', 'friendly']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Service#General', 'opinion': {'from': 2, 'to': 4, 'term': ['so', 'hospitable']}, 'sentiment': 'POS'}]"
She was a super sweet but not imposing host .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 5, 'term': ['super', 'sweet']}, 'sentiment': 'POS'}]"
"Very nice place , small but comfy and clean , great location , reasonable price , will recommend",ACOS,"[{'aspect': {'from': 14, 'to': 15, 'term': ['price']}, 'category': 'Hotel#Prices', 'opinion': {'from': 13, 'to': 14, 'term': ['reasonable']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['place']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 6, 'to': 7, 'term': ['comfy']}, 'sentiment': 'POS'}, {'aspect': {'from': 11, 'to': 12, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 10, 'to': 11, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['place']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 8, 'to': 9, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 17, 'to': 18, 'term': ['recommend']}, 'sentiment': 'POS'}, {'aspect': {'from': 2, 'to': 3, 'term': ['place']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 4, 'to': 5, 'term': ['small']}, 'sentiment': 'NEG'}]"
"Great location , this would be the perfect spot during the warmer months !",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 9, 'term': ['spot']}, 'category': 'Hotel#General', 'opinion': {'from': 7, 'to': 8, 'term': ['perfect']}, 'sentiment': 'POS'}]"
"Overall , good experience .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 2, 'to': 3, 'term': ['good']}, 'sentiment': 'POS'}]"
Just steps away from Park Street .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Penny gave us a warm welcome and a quick tour of her home .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['welcome']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['warm']}, 'sentiment': 'POS'}]"
My bedroom could not have been better .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['bedroom']}, 'category': 'Rooms#General', 'opinion': {'from': 6, 'to': 7, 'term': ['better']}, 'sentiment': 'POS'}]"
"The cleanliness and comfot of the room is okay , but for the picky guys may be insufficient .",ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['comfot']}, 'category': 'Rooms#Comfort', 'opinion': {'from': 8, 'to': 9, 'term': ['okay']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['cleanliness']}, 'category': 'Rooms#Cleanliness', 'opinion': {'from': 8, 'to': 9, 'term': ['okay']}, 'sentiment': 'POS'}]"
Grace and Charles are great hosts .,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Grace', 'and', 'Charles']}, 'category': 'Service#General', 'opinion': {'from': 4, 'to': 5, 'term': ['great']}, 'sentiment': 'POS'}]"
Essential food items were already in the fridge .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['food']}, 'category': 'Food_Drinks#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Really nice .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Really', 'nice']}, 'sentiment': 'POS'}]"
"The apartment is great 2 for adults with convenient transportation , just a few minutes walk to the orange line .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Hotel#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Location#General', 'opinion': {'from': 8, 'to': 9, 'term': ['convenient']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
on the rooftop you can retreat from a buzy day and enjoy the vieuw .,ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['vieuw']}, 'category': 'Location#General', 'opinion': {'from': 11, 'to': 12, 'term': ['enjoy']}, 'sentiment': 'POS'}]"
I would recommend the place and all in all was a positive and nice experience .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 13, 'to': 14, 'term': ['nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 2, 'to': 3, 'term': ['recommend']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['place']}, 'category': 'Hotel#General', 'opinion': {'from': 11, 'to': 12, 'term': ['positive']}, 'sentiment': 'POS'}]"
The apartment is clean and with the clear explanation of Elisa and Todd is was easy to find .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 3, 'to': 4, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 9, 'term': ['explanation']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['clear']}, 'sentiment': 'POS'}]"
"In fact , I actually slept better at his place than at my own home !",ACOS,"[{'aspect': {'from': 9, 'to': 10, 'term': ['place']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 6, 'to': 7, 'term': ['better']}, 'sentiment': 'POS'}]"
"Great apartment , great building and terrific location .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 6, 'to': 7, 'term': ['terrific']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['building']}, 'category': 'Hotel#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
You do need to be comfortable with stairs though .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['stairs']}, 'category': 'Room_Amenities#Comfort', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
The building was quiet and clean .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['building']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 5, 'to': 6, 'term': ['clean']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['building']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 3, 'to': 4, 'term': ['quiet']}, 'sentiment': 'POS'}]"
Fantastic experience on all accounts .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Fantastic']}, 'sentiment': 'POS'}]"
Tiffany 's place was perfect for a weekend getaway in Boston !,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Tiffany', ""'s"", 'place']}, 'category': 'Hotel#General', 'opinion': {'from': 4, 'to': 5, 'term': ['perfect']}, 'sentiment': 'POS'}]"
Great location in Beacon Hill .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
"Due to the fantastic location , we easily used the T ( plus a short walk ) to get to & from the airport .",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 4, 'term': ['fantastic']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['location']}, 'category': 'Location#General', 'opinion': {'from': 7, 'to': 8, 'term': ['easily']}, 'sentiment': 'POS'}]"
"Nice apartment , but be aware that you will need to climb a ladder to get in and out of bed .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Nice']}, 'sentiment': 'POS'}, {'aspect': {'from': 20, 'to': 21, 'term': ['bed']}, 'category': 'Rooms#Design_features', 'opinion': {'from': 5, 'to': 6, 'term': ['aware']}, 'sentiment': 'NEG'}]"
"You can not ask for better hosts , home , or value .",ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['home']}, 'category': 'Hotel#General', 'opinion': {'from': 5, 'to': 6, 'term': ['better']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 7, 'term': ['hosts']}, 'category': 'Service#General', 'opinion': {'from': 5, 'to': 6, 'term': ['better']}, 'sentiment': 'POS'}, {'aspect': {'from': 8, 'to': 9, 'term': ['home']}, 'category': 'Hotel#Prices', 'opinion': {'from': 5, 'to': 6, 'term': ['better']}, 'sentiment': 'POS'}]"
We felt confident from the photos and the reviews that we would have an enjoyable stay with Penny and her son Dakota and we were not disappointed by either the room and its en suite or by the general atmosphere of their home and hospitality .,ACOS,"[{'aspect': {'from': 30, 'to': 31, 'term': ['room']}, 'category': 'Rooms#General', 'opinion': {'from': 25, 'to': 27, 'term': ['not', 'disappointed']}, 'sentiment': 'POS'}, {'aspect': {'from': 44, 'to': 45, 'term': ['hospitality']}, 'category': 'Service#General', 'opinion': {'from': 25, 'to': 27, 'term': ['not', 'disappointed']}, 'sentiment': 'POS'}, {'aspect': {'from': 39, 'to': 40, 'term': ['atmosphere']}, 'category': 'Hotel#General', 'opinion': {'from': 25, 'to': 27, 'term': ['not', 'disappointed']}, 'sentiment': 'POS'}, {'aspect': {'from': 34, 'to': 35, 'term': ['suite']}, 'category': 'Rooms#General', 'opinion': {'from': 25, 'to': 27, 'term': ['not', 'disappointed']}, 'sentiment': 'POS'}]"
Jason adviced us many things and he is kindness .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 8, 'to': 9, 'term': ['kindness']}, 'sentiment': 'POS'}]"
The loft is exactly as described and perfect .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['loft']}, 'category': 'Hotel#General', 'opinion': {'from': 7, 'to': 8, 'term': ['perfect']}, 'sentiment': 'POS'}]"
The apartment itself was clean with stylish touches .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['touches']}, 'category': 'Hotel#Design_features', 'opinion': {'from': 6, 'to': 7, 'term': ['stylish']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['apartment']}, 'category': 'Hotel#Cleanliness', 'opinion': {'from': 4, 'to': 5, 'term': ['clean']}, 'sentiment': 'POS'}]"
Great view for the dining table to sit and watch the world go by on Newbury .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['view']}, 'category': 'Location#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
"The only warning is that we found the mattress too soft , but that may be a personal preference .",ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['mattress']}, 'category': 'Rooms#Comfort', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}]"
We enjoyed some of her recommendations for local things to do .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['recommendations']}, 'category': 'Service#General', 'opinion': {'from': 1, 'to': 2, 'term': ['enjoyed']}, 'sentiment': 'POS'}]"
Check-in could not have been easier .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Check-in']}, 'category': 'Service#General', 'opinion': {'from': 5, 'to': 6, 'term': ['easier']}, 'sentiment': 'POS'}]"
is in a very quiet residential neighborhood only a mile away from Harvard Square -- 20 minute walk or a quick bus ride .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 7, 'term': ['residential', 'neighborhood']}, 'category': 'Location#General', 'opinion': {'from': 3, 'to': 5, 'term': ['very', 'quiet']}, 'sentiment': 'POS'}]"
"Penny did everything to make us feel home , communication and interaction with her was great .",ACOS,"[{'aspect': {'from': 11, 'to': 12, 'term': ['interaction']}, 'category': 'Service#General', 'opinion': {'from': 15, 'to': 16, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['communication']}, 'category': 'Service#General', 'opinion': {'from': 15, 'to': 16, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['Penny']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
The kitchen was wonderful for cooking up a quick meal and Trader Joe 's was right around the corner .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['kitchen']}, 'category': 'Rooms#General', 'opinion': {'from': 3, 'to': 4, 'term': ['wonderful']}, 'sentiment': 'POS'}]"
The only two drawbacks to our stay were that the neighborhood was n't the greatest ( more run down ) and it was sort of awkward to have to go downstairs to use the guest bathroom .,ACOS,"[{'aspect': {'from': 10, 'to': 11, 'term': ['neighborhood']}, 'category': 'Location#General', 'opinion': {'from': 16, 'to': 19, 'term': ['more', 'run', 'down']}, 'sentiment': 'NEG'}, {'aspect': {'from': 34, 'to': 36, 'term': ['guest', 'bathroom']}, 'category': 'Rooms#Design_features', 'opinion': {'from': 25, 'to': 26, 'term': ['awkward']}, 'sentiment': 'NEG'}, {'aspect': {'from': 10, 'to': 11, 'term': ['neighborhood']}, 'category': 'Location#General', 'opinion': {'from': 14, 'to': 15, 'term': ['greatest']}, 'sentiment': 'NEG'}]"
"We walked everywhere , and only 10m from the airport when no traffic .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Very positive experience and makes me open to using AirBnB again in the future .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'positive']}, 'sentiment': 'POS'}]"
"Like another reviewer mentioned , she was thoughtful to leave toys , books , and a pack n play for our 3 year old .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 7, 'to': 8, 'term': ['thoughtful']}, 'sentiment': 'POS'}]"
Gloria 's place is in the heart of Boston with tons of food and sights nearby .,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['Gloria', ""'s"", 'place']}, 'category': 'Location#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Reasonable price comes with everything you need for living .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Hotel#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['price']}, 'category': 'Hotel#Prices', 'opinion': {'from': 0, 'to': 1, 'term': ['Reasonable']}, 'sentiment': 'POS'}]"
What an amazing location/loft .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['location/loft']}, 'category': 'Hotel#General', 'opinion': {'from': 2, 'to': 3, 'term': ['amazing']}, 'sentiment': 'POS'}]"
She was a great host and the apartment was just as described !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Service#General', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}]"
I enjoyed sleeping in the loft - it was cozy !,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['loft']}, 'category': 'Hotel#General', 'opinion': {'from': 1, 'to': 2, 'term': ['enjoyed']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['loft']}, 'category': 'Hotel#Comfort', 'opinion': {'from': 9, 'to': 10, 'term': ['cozy']}, 'sentiment': 'POS'}]"
